UK-AIR ID,EU Site ID,EMEP Site ID,lookupvalue_data,lookup_settelment,Site Name,Environment Type,Zone,Start Date,End Date,Latitude,Longitude,Northing,Easting,Altitude (m),Networks,AURN Pollutants Measured,Site Description
UT1,,,Uttlesford - Saffron Walden Fire Station,Uttlesford,Uttlesford - Saffron Walden Fire Station (Uttlesford),Urban Traffic,Eastern,01/01/2011,31/12/2013,52.020546,0.239932,238159.84,553794.06,,Locally-managed automatic monitoring,,
UT2,,,Uttlesford - Takeley,Uttlesford,Uttlesford - Takeley (Uttlesford),Urban Background,Eastern,01/01/2011,31/12/2013,51.868157,0.263655,221263.9,555949.06,,Locally-managed automatic monitoring,,
GLM7,,,V Glamorgan Dinas Powys Roadside,The Vale of Glamorgan,V Glamorgan Dinas Powys Roadside (The Vale of Glamorgan),Urban Traffic,Cardiff Urban Area,17/09/2007,03/02/2016,51.436457,-3.212149,171526,315840,,Locally-managed automatic monitoring,,
GLM2,,,V Glamorgan Fonmon,The Vale of Glamorgan,V Glamorgan Fonmon (The Vale of Glamorgan),Rural Background,South Wales,25/07/2001,05/06/2014,51.397264,-3.353853,167340,305910,,Locally-managed automatic monitoring,,
GLM5,,,V Glamorgan Penarth,The Vale of Glamorgan,V Glamorgan Penarth (The Vale of Glamorgan),Urban Traffic,Cardiff Urban Area,01/05/2005,09/10/2012,51.445303,-3.187777,172482,317550,,Locally-managed automatic monitoring,,
GLM8,,,V Glamorgan Windsor Road Penarth,The Vale of Glamorgan,V Glamorgan Windsor Road Penarth (The Vale of Glamorgan),Urban Traffic,Cardiff Urban Area,29/01/2014,04/01/2021,51.444567,-3.187042,172399,317600,,Locally-managed automatic monitoring,,
AB001,,,VofWH Abingdon Stert St 2,Vale of White Horse,VofWH Abingdon Stert St 2 (Vale of White Horse),Urban Traffic,South East,09/11/2006,,51.671198,-1.2814,197180,449791,,Locally-managed automatic monitoring,,
WAK01,,,Wakefield Castleford,Wakefield,Wakefield Castleford (Wakefield),Urban Traffic,Yorkshire & Humberside,01/01/2019,,53.722097,-1.344423,425276,443357,,Locally-managed automatic monitoring,,
WAK04,,,Wakefield City - Newton Bar,Wakefield,Wakefield City - Newton Bar (Wakefield),Suburban Background,West Yorkshire Urban Area,01/01/2019,,53.691969,-1.505749,421838,432735,,Locally-managed automatic monitoring,,
WAK03,,,Wakefield City - Park Street,Wakefield,Wakefield City - Park Street (Wakefield),Urban Traffic,West Yorkshire Urban Area,01/01/2019,,53.678739,-1.491022,420373,433718,,Locally-managed automatic monitoring,,
WL3,,,Waltham Forest - Chingford,Waltham Forest,Waltham Forest - Chingford (Waltham Forest),Urban Traffic,Greater London Urban Area,14/07/2003,18/04/2007,51.625193,-0.022597,193671,536975.05,,Locally-managed automatic monitoring,,
WL2,,,Waltham Forest - Mobile,Waltham Forest,Waltham Forest - Mobile (Waltham Forest),Urban Traffic,Greater London Urban Area,09/07/1998,12/10/2001,51.564726,0.003996,186997.02,539000.05,,Locally-managed automatic monitoring,,
WL4,,,Waltham Forest Crooked Billet,Waltham Forest,Waltham Forest Crooked Billet (Waltham Forest),Urban Traffic,Greater London Urban Area,01/11/2007,,51.601728,-0.016442,191073.17,537471.92,,Locally-managed automatic monitoring,,
WL1,,,Waltham Forest Dawlish Rd,Waltham Forest,Waltham Forest Dawlish Rd (Waltham Forest),Urban Background,Greater London Urban Area,05/07/1998,,51.562376,-0.004898,186718.88,538390.77,,Locally-managed automatic monitoring,,
WL5,,,Waltham Forest Leyton,Waltham Forest,Waltham Forest Leyton (Waltham Forest),Urban Background,Greater London Urban Area,20/09/2007,,51.556239,-0.013628,186019.95,537804.22,,Locally-managed automatic monitoring,,
WAA,,,Wandsworth - Battersea,Wandsworth,Wandsworth - Battersea (Wandsworth),Urban Traffic,Greater London Urban Area,11/07/2012,,51.47944,-0.141787,177246.06,529137.05,,Locally-managed automatic monitoring,,
WA1,,,Wandsworth - Garratt Lane,Wandsworth,Wandsworth - Garratt Lane (Wandsworth),Urban Traffic,Greater London Urban Area,04/04/1995,26/02/1996,51.454872,-0.193004,174425.07,525648.04,,Locally-managed automatic monitoring,,
WA4,,,Wandsworth - High Street,Wandsworth,Wandsworth - High Street (Wandsworth),Urban Traffic,Greater London Urban Area,10/02/1998,30/08/2007,51.456435,-0.191157,174602.07,525772.04,,Locally-managed automatic monitoring,,
WAC,,,Wandsworth - Lavender Hill,Clapham Jct Wandsworth,Wandsworth - Lavender Hill (Clapham Jct) (Wandsworth),Urban Traffic,Greater London Urban Area,14/04/2016,,51.46369,-0.166713,175451.06,527450.05,,Locally-managed automatic monitoring,,
WA9,,,Wandsworth - Putney,Wandsworth,Wandsworth - Putney (Wandsworth),Urban Background,Greater London Urban Area,11/01/2011,,51.465033,-0.215825,175516.06,524035.04,,Locally-managed automatic monitoring,,
WA7,,,Wandsworth - Putney High Street,Wandsworth,Wandsworth - Putney High Street (Wandsworth),Urban Traffic,Greater London Urban Area,09/07/2009,,51.463429,-0.215871,175337.67,524036.16,,Locally-managed automatic monitoring,,
WA8,,,Wandsworth - Putney High Street Facade,Wandsworth,Wandsworth - Putney High Street Facade (Wandsworth),Urban Traffic,Greater London Urban Area,24/05/2010,,51.463721,-0.21589,175370.06,524034.04,,Locally-managed automatic monitoring,,
WA3,,,Wandsworth - Roehampton,Wandsworth,Wandsworth - Roehampton (Wandsworth),Rural Background,Greater London Urban Area,31/10/1994,24/11/2000,51.45692,-0.245562,174564.07,521991.04,,Locally-managed automatic monitoring,,
WA6,,,Wandsworth - Tooting,Wandsworth,Wandsworth - Tooting (Wandsworth),Urban Traffic,Greater London Urban Area,01/07/2008,28/07/2009,51.425284,-0.164452,171184.1,527714.15,,Locally-managed automatic monitoring,,
WAB,,,Wandsworth - Tooting High Street,Wandsworth,Wandsworth - Tooting High Street (Wandsworth),Urban Traffic,Greater London Urban Area,11/06/2015,,51.429331,-0.166524,171630.53,527558.84,,Locally-managed automatic monitoring,,
WAR3,,,Warrington Chester Road,Warrington,Warrington Chester Road (Warrington),Not Available,North West & Merseyside,21/01/2016,,53.373611,-2.5975,386472.25,360344.97,,Locally-managed automatic monitoring,,
WAR1,,,Warrington Parker St,Warrington,Warrington Parker St (Warrington),Urban Traffic,North West & Merseyside,21/01/2016,,53.386389,-2.602778,387896.76,360005.83,,Locally-managed automatic monitoring,,
WAR,,,Warrington Selby St.,Warrington,Warrington Selby St. (Warrington),Urban Background,North West & Merseyside,20/12/2012,07/01/2014,53.38933,-2.6154,388225.53,359171.9,,Locally-managed automatic monitoring,,
HB126,,,Watford Roadside,Watford,Watford Roadside (Watford),Urban Traffic,Greater London Urban Area,13/03/1997,15/09/2007,51.658889,-0.403333,196773.84,510539.88,,Locally-managed automatic monitoring,,
HB004,,,Watford Town Hall,Watford,Watford Town Hall (Watford),Urban Traffic,Greater London Urban Area,29/04/1997,,51.6592,-0.402863,196809.13,510571.64,,Locally-managed automatic monitoring,,
AR2,,,Wealden - Isfield,Wealden,Wealden - Isfield (Wealden),Rural Background,South East,21/11/2005,,50.938397,0.060765,117460.92,544888.7,,Locally-managed automatic monitoring,,
HB001,,,Welwyn Hatfield,Welwyn Hatfield,Welwyn Hatfield (Welwyn Hatfield),Urban Traffic,Eastern,28/04/2016,,51.767563,-0.214824,209161.12,523282.73,,Locally-managed automatic monitoring,,
HB127,,,Welwyn Hatfield Council Offices,Welwyn Hatfield,Welwyn Hatfield Council Offices (Welwyn Hatfield),Urban Background,Eastern,01/11/2000,24/06/2014,51.804722,-0.204722,213310.65,523878.01,,Locally-managed automatic monitoring,,
WDB2,,,West Dunbartonshire Balloch,West Dunbartonshire,West Dunbartonshire Balloch (West Dunbartonshire),Urban Traffic,Central Scotland,01/01/2006,26/04/2007,55.999653,-4.589842,681550,238590,,Locally-managed automatic monitoring,,
WDB3,,,West Dunbartonshire Clydebank,West Dunbartonshire,West Dunbartonshire Clydebank (West Dunbartonshire),Urban Traffic,Glasgow Urban Area,01/02/2007,,55.91796,-4.406231,672046.49,249721.28,,Locally-managed automatic monitoring,,
WDB4,,,West Dunbartonshire Glasgow Road,West Dunbartonshire,West Dunbartonshire Glasgow Road (West Dunbartonshire),Urban Traffic,Central Scotland,26/04/2007,31/08/2010,55.943197,-4.55973,675198.79,240234.67,,Locally-managed automatic monitoring,,
WDB1,,,West Dunbartonshire John Knox St,West Dunbartonshire,West Dunbartonshire John Knox St (West Dunbartonshire),Suburban Industrial,Glasgow Urban Area,01/10/2005,08/12/2006,55.894167,-4.391111,669366.43,250574.45,,Locally-managed automatic monitoring,,
BRX,,,West Lothian Broxburn,West Lothian,West Lothian Broxburn (West Lothian),Urban Traffic,Central Scotland,01/01/2008,,55.934357,-3.46919,672230.25,308314.04,,Locally-managed automatic monitoring,,
LING,,,West Lothian Linlithgow High Street,West Lothian,West Lothian Linlithgow High Street (West Lothian),Urban Traffic,Central Scotland,01/01/2008,14/10/2013,55.976337,-3.604175,677089.35,299990.37,,Locally-managed automatic monitoring,,
WLC1,,,West Lothian Linlithgow High Street 2,West Lothian,West Lothian Linlithgow High Street 2 (West Lothian),Urban Traffic,Central Scotland,25/10/2013,,55.97671,-3.59731,677120.9,300419.7,,Locally-managed automatic monitoring,,
WLN4,,,West Lothian Newton,West Lothian,West Lothian Newton (West Lothian),Urban Traffic,Central Scotland,23/05/2012,,55.983925,-3.455939,677728.99,309258,,Locally-managed automatic monitoring,,
UPH,,,West Lothian Uphall,West Lothian,West Lothian Uphall (West Lothian),Urban Traffic,Central Scotland,01/01/2008,17/11/2009,55.915364,-3.501989,670160.64,306219.26,,Locally-managed automatic monitoring,,
WHIT,,,West Lothian Whitburn,West Lothian,West Lothian Whitburn (West Lothian),Urban Background,Central Scotland,01/05/2006,03/04/2012,55.866092,-3.684857,664941,294657,,Locally-managed automatic monitoring,,
WIL10,,,"Westbury, Slag Lane",Wiltshire,"Westbury, Slag Lane (Wiltshire)",Urban Traffic,South West,01/10/2018,04/06/2019,51.269193,-2.193072,152244.48,386626.91,,Locally-managed automatic monitoring,,
WMA,,,Westminster - Buckingham Palace Road,Westminster,Westminster - Buckingham Palace Road (Westminster),Not Available,Greater London Urban Area,18/02/2018,,51.493233,-0.147392,178770.05,528709.05,,Locally-managed automatic monitoring,,
WMC,,,Westminster - Cavendish Square,Westminster,Westminster - Cavendish Square (Westminster),Not Available,Greater London Urban Area,31/05/2018,,51.516802,-0.145657,181394.04,528763.05,,Locally-managed automatic monitoring,,
WM4,,,Westminster - Charing Cross Library,Westminster,Westminster - Charing Cross Library (Westminster),Urban Traffic,Greater London Urban Area,04/02/2007,10/01/2011,51.510205,-0.128177,180691.35,529994.61,,Locally-managed automatic monitoring,,
WM5,,,Westminster - Covent Garden,Westminster,Westminster - Covent Garden (Westminster),Urban Background,Greater London Urban Area,10/07/2009,11/01/2011,51.511977,-0.121627,180900.05,530444.05,,Locally-managed automatic monitoring,,
GV2,,,Westminster - Duke Street,Grosvenor Westminster,Westminster - Duke Street (Grosvenor) (Westminster),Not Available,Greater London Urban Area,22/08/2019,,51.513,-0.150913,180962.04,528409.05,,Locally-managed automatic monitoring,,
GV1,,,Westminster - Ebury Street,Grosvenor Westminster,Westminster - Ebury Street (Grosvenor) (Westminster),Not Available,Greater London Urban Area,29/12/2018,,51.493492,-0.149906,178794.46,528533.79,,Locally-managed automatic monitoring,,
WMD,,,Westminster - Elizabeth Bridge,Westminster,Westminster - Elizabeth Bridge (Westminster),Not Available,Greater London Urban Area,27/04/2020,,51.492248,-0.147115,178661.05,528731.05,,Locally-managed automatic monitoring,,
GV3,,,Westminster - Mount Street,Grosvenor Westminster,Westminster - Mount Street (Grosvenor) (Westminster),Not Available,Greater London Urban Area,29/10/2019,,51.513,-0.150913,180962.04,528409.05,,Locally-managed automatic monitoring,,
WM6,,,Westminster - Oxford Street,Westminster,Westminster - Oxford Street (Westminster),Urban Traffic,Greater London Urban Area,08/02/2013,,51.513929,-0.152793,181062.04,528276.05,,Locally-managed automatic monitoring,,
WMZ,,,Westminster - Oxford Street 2,Westminster,Westminster - Oxford Street 2 (Westminster),Urban Traffic,Greater London Urban Area,17/05/2016,07/06/2016,51.513929,-0.152793,181062.04,528276.05,,Locally-managed automatic monitoring,,
WMB,,,Westminster - Oxford Street East,Westminster,Westminster - Oxford Street East (Westminster),Not Available,Greater London Urban Area,05/06/2018,,51.516066,-0.135164,181330.74,529493.17,,Locally-managed automatic monitoring,,
NB1,,,Westminster - Strand,Northbank BID Westminster,Westminster - Strand (Northbank BID) (Westminster),Urban Traffic,Greater London Urban Area,22/05/2015,,51.51197,-0.116713,180908.05,530785.05,,Locally-managed automatic monitoring,,
WM8,,,Westminster - Victoria,Westminster,Westminster - Victoria (Westminster),Urban Background,Greater London Urban Area,06/01/2014,01/04/2016,51.497066,-0.142439,179205.05,529042.05,,Locally-managed automatic monitoring,,
WM9,,,Westminster - Victoria,Victoria BID Westminster,Westminster - Victoria (Victoria BID) (Westminster),Urban Traffic,Greater London Urban Area,10/08/2016,20/09/2017,51.497733,-0.144241,179276.05,528915.05,,Locally-managed automatic monitoring,,
VS1,,,Westminster - Victoria Street,Westminster,Westminster - Victoria Street (Westminster),Urban Traffic,Greater London Urban Area,02/05/2003,31/03/2005,51.499245,-0.131285,179467.05,529810.05,,Locally-managed automatic monitoring,,
WIG6,,,Wigan Leigh 2,Wigan,Wigan Leigh 2 (Wigan),Urban Background,Greater Manchester Urban Area,01/01/2006,10/08/2012,53.494375,-2.509592,399862.11,366289.58,,Locally-managed automatic monitoring,,
WIG07,,,Wigan Leigh 3,Wigan,Wigan Leigh 3 (Wigan),Urban Traffic,Greater Manchester Urban Area,28/01/2019,,53.497759,-2.518731,400243,365686,,Locally-managed automatic monitoring,,
WOLV004,,,Willenhall Rd,Wolverhampton,Willenhall Rd (Wolverhampton),Not Available,West Midlands Urban Area,01/01/2012,,52.583663,-2.078847,298431.22,394754.7,,Locally-managed automatic monitoring,,
WIN4,,,Winchester Chesil Street,Winchester,Winchester Chesil Street (Winchester),Urban Traffic,South East,23/03/2017,,51.060556,-1.306944,129252.48,448665.76,,Locally-managed automatic monitoring,,
WINC,,,Winchester Roadside,Winchester,Winchester Roadside (Winchester),Urban Traffic,South East,01/01/2007,22/02/2017,51.062778,-1.313333,129495.39,448215.72,,Locally-managed automatic monitoring,,
WIN3,,,Winchester St Georges Street,Winchester,Winchester St Georges Street (Winchester),Urban Traffic,South East,23/03/2017,,51.063056,-1.315556,129524.86,448059.65,,Locally-managed automatic monitoring,,
MW4,,,Windsor and Maidenhead - Aldebury Road,Windsor and Maidenhead,Windsor and Maidenhead - Aldebury Road (Windsor and Maidenhead),Not Available,South East,21/12/2015,,51.536385,-0.72548,182712.04,488495.03,,Locally-managed automatic monitoring,,
MW3,,,Windsor and Maidenhead - Ascot,Windsor and Maidenhead,Windsor and Maidenhead - Ascot (Windsor and Maidenhead),Not Available,South East,28/01/2005,19/03/2012,51.414941,-0.652429,169297.09,493810.03,,Locally-managed automatic monitoring,,
MW2,,,Windsor and Maidenhead - Clarence Road,Windsor and Maidenhead,Windsor and Maidenhead - Clarence Road (Windsor and Maidenhead),Not Available,South East,28/02/2005,,51.480179,-0.623808,176589.06,495664.03,,Locally-managed automatic monitoring,,
MW1,,,Windsor and Maidenhead - Frascati Way,Windsor and Maidenhead,Windsor and Maidenhead - Frascati Way (Windsor and Maidenhead),Not Available,South East,01/03/2005,,51.520895,-0.724025,180991.04,488626.03,,Locally-managed automatic monitoring,,
WINN,,,Wokingham Winnersh,Wokingham,Wokingham Winnersh (Wokingham),Urban Background,Reading/Wokingham Urban Area,01/04/2000,29/03/2011,51.431671,-0.877141,170894.3,478155,,Locally-managed automatic monitoring,,
WOK4,,,Wokingham Woodward Close,Wokingham,Wokingham Woodward Close (Wokingham),Urban Traffic,South East,01/10/2002,30/03/2012,51.425339,-0.869947,170197.8,478665.95,,Locally-managed automatic monitoring,,
WIL6,,,Wootton Bassett High Street,Wiltshire,Wootton Bassett High Street (Wiltshire),Urban Traffic,South West,14/07/2015,,51.543526,-1.902119,182741,406884,,Locally-managed automatic monitoring,,
WT1,,,Worthing - Grove Lodge,Worthing,Worthing - Grove Lodge (Worthing),Urban Traffic,Brighton/Worthing/Littlehampton,01/01/2009,01/03/2012,50.833396,-0.374489,105021.32,514566.04,,Locally-managed automatic monitoring,,
WRX06,,,Wrexham Chirk,Wrexham,Wrexham Chirk (Wrexham),Urban Industrial,North Wales,22/07/2020,,52.93742,-3.053129,338300,329318,,Locally-managed automatic monitoring,,
WRX4,,,Wrexham Isycoed,Wrexham,Wrexham Isycoed (Wrexham),Urban Industrial,North Wales,01/01/2006,31/12/2015,53.048475,-2.900658,350514,339720,,Locally-managed automatic monitoring,,
WYA04,,,Wycombe Abbey 4,Wycombe,Wycombe Abbey 4 (Wycombe),Urban Background,South East,01/01/2011,24/11/2019,51.624072,-0.75436,192429.37,486325.97,,Locally-managed automatic monitoring,,
WYA05,,,Wycombe Abbey 5,Wycombe,Wycombe Abbey 5 (Wycombe),Urban Traffic,South East,20/07/2020,,51.624444,-0.753611,192471.6,486377.1,,Locally-managed automatic monitoring,,
WHU1,,,Wycombe Hughenden,Wycombe,Wycombe Hughenden (Wycombe),Urban Traffic,South East,07/02/2012,01/01/2013,51.636449,-0.751764,193808.92,486482.16,,Locally-managed automatic monitoring,,
WSTO,,,Wycombe Stokenchurch,Wycombe,Wycombe Stokenchurch (Wycombe),Urban Background,South East,01/01/2004,,51.652503,-0.894158,195435.64,476600.92,,Locally-managed automatic monitoring,,
YK16,,,York Fulford Road,York,York Fulford Road (York),Urban Traffic,Yorkshire & Humberside,01/12/2015,,53.937724,-1.07327,449465,460936,,Locally-managed automatic monitoring,,
YK7,,,York Gillygate,York,York Gillygate (York),Urban Traffic,Yorkshire & Humberside,01/01/2015,,53.96367,-1.08469,452341,460148,,Locally-managed automatic monitoring,,
YK13,,,York Heworth Green,York,York Heworth Green (York),Urban Traffic,Yorkshire & Humberside,01/01/2015,,53.965951,-1.070219,452608,461095,,Locally-managed automatic monitoring,,
YK8,,,York Holgate,York,York Holgate (York),Urban Traffic,Yorkshire & Humberside,01/01/2004,,53.954167,-1.094639,451276.29,459509.8,,Locally-managed automatic monitoring,,
YK9,,,York Lawrence Street,York,York Lawrence Street (York),Urban Traffic,Yorkshire & Humberside,01/01/2015,,53.954663,-1.068241,451353.93,461241.34,,Locally-managed automatic monitoring,,
YK15,,,York Nunnery Lane,York,York Nunnery Lane (York),Urban Traffic,Yorkshire & Humberside,01/01/2015,,53.953411,-1.086275,451199.23,460059.74,,Locally-managed automatic monitoring,,
YK018,,,York Plantation Drive,York,York Plantation Drive (York),Urban Traffic,Yorkshire & Humberside,01/01/2016,,53.966432,-1.126061,452615,457431,,Locally-managed automatic monitoring,,
